port,top_slack,tile_slack,slack_delta,driver_slack,receiver_slack,delay_split,available_time,driver_delay,receiver_delay,driver_efo,receiver_efo,efo_delta,route_ratio
p452,46.108524,66.475082,20.37,44.993244,21.481838,0.5424,203.252045,82.399719,69.520142,5.4,3.5,1.9,0.27
p453,47.821674,73.135021,25.31,50.414497,22.720524,0.5248,203.314698,76.705688,69.453979,4.56,2.92,1.64,0.26
p454,45.196735,67.425936,22.23,46.531052,20.894884,0.5331,202.895721,80.305237,70.340637,5.02,3.01,2.01,0.28
p455,45.742607,64.42223,18.68,40.861088,23.561142,0.5504,203.159576,84.023102,68.641968,3.28,2.73,0.55,0.25
p456,36.736351,60.214569,23.48,35.729458,24.485111,0.5694,203.025055,88.947815,67.27179,3.26,3.57,0.31,0.26
p457,24.024506,44.150211,20.13,36.470913,7.679298,0.611,175.447448,88.210602,56.154724,3.36,2.71,0.65,0.26
p458,21.811384,43.495316,21.68,39.191246,4.30407,0.5877,175.365997,85.303589,59.853638,3.29,3.18,0.11,0.25
p459,32.421124,56.842457,24.42,48.048157,8.7943,0.586,175.151093,78.344727,55.360229,4.96,2.35,2.61,0.27
p460,23.615597,49.901027,26.29,45.330097,4.57093,0.5766,175.270264,80.992218,59.47406,5.36,2.84,2.52,0.28
p461,21.705975,47.854427,26.15,45.95533,1.899097,0.5535,175.141449,80.383026,64.835266,5.15,2.97,2.18,0.29
p462,19.051752,43.445121,24.39,39.742283,3.702838,0.5786,170.762176,82.489044,60.082214,5.44,2.49,2.95,0.27
p463,15.737789,37.957801,22.22,33.572872,4.384929,0.5957,171.167663,87.165741,59.162903,3.53,2.63,0.9,0.24
p464,15.788604,37.746521,21.96,32.415089,5.331432,0.6018,170.846863,87.946045,58.196594,3.31,2.37,0.94,0.26
p465,17.571739,40.558091,22.99,35.641022,4.917069,0.592,170.684722,84.797272,58.432068,3.17,2.56,0.61,0.26
p466,23.063301,46.608506,23.55,40.048332,6.560174,0.5879,171.52182,82.411713,57.756836,5.25,2.09,3.16,0.29
p467,18.551773,44.464782,25.91,39.165035,5.299747,0.5872,171.54007,83.488922,58.695557,5.11,2.92,2.19,0.29
p468,12.992255,39.790775,26.8,33.022453,6.768322,0.5945,171.430786,89.352539,60.937195,5.62,2.16,3.46,0.3
p469,16.1632,41.097292,24.93,35.388458,5.708834,0.5983,171.68164,87.301544,58.619019,5.24,2.53,2.71,0.28
p470,16.912422,43.880352,26.97,35.236607,8.643745,0.5988,171.74887,87.537842,58.660645,5.29,2.46,2.83,0.28
p471,13.249981,39.334557,26.08,35.112598,4.221959,0.5882,174.574921,88.042358,61.644104,5.35,2.66,2.69,0.31
p472,21.851128,47.329447,25.48,40.098473,7.230974,0.584,174.326691,83.052521,59.168335,5.01,2.44,2.57,0.29
p473,14.807177,38.503745,23.7,31.872093,6.631652,0.5889,175.045654,90.056641,62.858521,3.32,2.32,1,0.28
p474,15.300932,38.742087,23.44,32.14257,6.599517,0.6001,174.940124,89.779877,59.821167,3.44,2.7,0.74,0.26
p475,20.05241,44.211361,24.16,35.570992,8.640369,0.5858,175.064483,86.392395,61.078491,3.3,2.82,0.48,0.25
p476,24.850945,51.121569,26.27,45.315002,5.806567,0.5663,175.079956,78.605438,60.196472,4.81,2.31,2.5,0.29
p477,30.988029,55.611327,24.62,47.072491,8.538836,0.5744,176.038604,77.918884,57.728271,4.76,2.07,2.69,0.3
p478,17.364141,45.656125,28.29,46.710217,-1.054092,0.5271,176.539947,78.816254,70.697693,4.86,1.64,3.22,0.32
p479,27.596487,51.972868,24.38,44.129654,7.843214,0.5829,175.836212,81.086395,58.023743,5.19,2.61,2.58,0.28
p480,18.184492,43.389272,25.2,36.990353,6.398919,0.5813,174.654938,85.992218,61.948486,3.37,2.71,0.66,0.26
p481,15.451923,40.855901,25.4,31.508152,9.347749,0.6042,174.598908,90.966003,59.586426,3.74,2.27,1.47,0.26
p482,15.960047,39.564152,23.6,35.815914,3.748238,0.5848,173.475616,85.988831,61.055847,3.23,2.63,0.6,0.28
p483,22.374748,46.459509,24.08,36.642002,9.817507,0.6043,174.322724,85.464935,55.961853,3.29,2.64,0.65,0.26
p484,23.508604,49.004827,25.5,42.909653,6.095174,0.574,173.499024,80.281097,59.593018,5.13,2.2,2.93,0.29
p485,26.992926,51.091086,24.1,41.844078,9.247008,0.5894,173.479279,81.164917,56.534119,5.15,2.08,3.07,0.28
p486,24.18362,48.695327,24.51,41.192802,7.502525,0.5827,173.417694,81.544769,58.395569,5.27,2.1,3.17,0.29
p487,21.877592,49.673787,27.8,44.382729,5.291058,0.5489,173.603424,78.341064,64.3797,4.95,1.76,3.19,0.29
p488,23.153519,49.396336,26.24,43.045315,6.351021,0.5705,173.684387,79.64917,59.962219,5.08,2.53,2.55,0.29
p489,26.297901,50.536869,24.24,43.230991,7.305878,0.573,173.743408,79.396698,59.175415,5.07,1.68,3.39,0.3
p490,11.495325,36.772063,25.28,34.232533,2.53953,0.559,173.710693,86.28595,68.080078,3.34,1.91,1.43,0.29
p491,16.212086,40.177675,23.97,32.685822,7.491853,0.5834,173.935852,87.832581,62.719727,3.3,3.27,0.03,0.24
p492,17.642895,37.623018,19.98,30.674667,6.948351,0.6008,174.197022,90.080536,59.846252,3.74,1.7,2.04,0.28
p493,32.371922,55.131002,22.76,51.576637,3.554365,0.5554,183.136444,78.796967,63.079102,4.99,2.47,2.52,0.29
p494,31.565191,57.632981,26.07,49.458321,8.17466,0.5751,183.384216,80.820465,59.715088,5.28,3.41,1.87,0.26
p495,36.85252,59.294892,22.44,52.53434,6.760552,0.5445,183.519074,77.865387,65.143982,5.01,3.37,1.64,0.27
p496,40.241631,63.815288,23.57,53.178146,10.637142,0.576,183.027832,77.436523,57.003113,4.83,3.27,1.56,0.27
p497,37.890526,64.462385,26.57,52.489441,11.972944,0.5665,182.963135,78.25354,59.877319,5.01,2.58,2.43,0.27
p498,31.916109,55.548748,23.63,44.110432,11.438316,0.5845,183.116333,84.870422,60.326416,3.21,2.86,0.35,0.26
p499,32.906216,53.823721,20.92,40.68771,13.136011,0.5935,183.227844,88.534576,60.635986,3.41,3.17,0.24,0.25
p500,29.415535,53.083443,23.67,42.431461,10.651982,0.5868,183.602417,87.171143,61.390564,3.49,3.12,0.37,0.25
p501,37.765743,64.052072,26.29,52.753998,11.298074,0.585,184.244354,79.386047,56.327576,5.1,2.12,2.98,0.29
p502,41.779457,65.777129,24,52.788174,12.988955,0.5904,184.856598,79.416504,55.099365,5.21,2.38,2.83,0.27
p503,35.752613,61.860546,26.11,53.273991,8.586555,0.5521,185.625122,79.05896,64.127625,5.08,2.62,2.46,0.27
p504,42.533478,66.80702,24.27,53.190422,13.616598,0.588,185.93396,79.147491,55.452637,4.99,2.36,2.63,0.29
p505,35.678387,55.892632,20.21,44.1777,11.714932,0.5987,185.922515,86.093048,57.698853,3.42,2.04,1.38,0.27
p506,33.106556,56.339031,23.23,42.580101,13.75893,0.6012,185.941895,87.485931,58.043396,3.39,3.25,0.14,0.26
p507,25.613516,49.168529,23.56,40.199757,8.968772,0.5885,183.904328,89.346375,62.477417,3.69,3.44,0.25,0.27
p508,28.645313,53.448365,24.8,41.83305,11.615315,0.5846,185.580231,87.707092,62.334534,3.61,2.41,1.2,0.26
p509,37.517017,64.079048,26.56,52.593777,11.485271,0.5598,185.557953,78.730438,61.897583,4.92,3.18,1.74,0.26
p510,39.840973,66.38562,26.54,52.251305,14.134315,0.5671,185.57788,78.997162,60.299133,5.09,2.6,2.49,0.26
p511,41.846054,66.112893,24.27,51.984524,14.128369,0.569,190.902039,78.80365,59.680237,5.1,2.78,2.32,0.28
p512,41.011875,64.686342,23.67,53.135277,11.551065,0.5612,191.158905,77.959198,60.95166,5.02,2.54,2.48,0.29
p513,42.92268,64.038612,21.12,50.492374,13.546238,0.5716,190.887329,80.383209,60.247192,5.47,2.56,2.91,0.27
p514,45.644798,65.84939,20.2,51.312782,14.536608,0.5735,190.592773,79.483795,59.118896,5.09,2.81,2.28,0.26
p515,32.567638,53.337988,20.77,39.895905,13.442083,0.5951,190.287719,88.83197,60.448853,3.57,2.92,0.65,0.24
p516,35.689423,54.686156,19,40.462769,14.223387,0.5971,190.005096,88.224457,59.528137,2.43,2.57,0.14,0.3
p517,32.994789,54.926548,21.93,42.810604,12.115944,0.5855,189.402344,85.797272,60.7323,2.5,2.77,0.27,0.29
p518,34.000721,58.170643,24.17,47.81171,10.358933,0.5701,188.84024,82.745636,62.404114,4.82,2.75,2.07,0.29
p519,51.900963,73.639083,21.74,61.570187,12.068896,0.533,189.075867,69.211334,60.639771,2.57,2.68,0.11,0.3
p520,35.099064,60.359951,25.26,51.002914,9.357037,0.5579,189.101684,79.724701,63.174561,4.85,2.45,2.4,0.27
p521,50.980671,72.268444,21.29,62.647102,9.621342,0.5203,189.738465,68.204376,62.883911,2.42,2.66,0.24,0.32
p522,33.562248,55.147772,21.59,46.865513,8.282259,0.5614,190.093872,82.088959,64.138672,2.42,2.38,0.04,0.3
p523,30.302532,52.256094,21.95,43.294014,8.96208,0.574,189.956452,85.704926,63.601807,2.46,3.18,0.72,0.29
p524,32.056915,51.973064,19.92,41.035011,10.938053,0.5896,190.680298,88.308136,61.471069,3.22,2.23,0.99,0.26
p525,24.388821,45.026281,20.64,38.059059,6.967222,0.5794,190.48349,91.014252,66.05603,4.04,2.74,1.3,0.26
p526,38.837753,62.005235,23.17,53.433197,8.572038,0.5475,190.790222,77.850006,64.330139,4.8,1.9,2.9,0.3
p527,39.91729,64.414296,24.5,54.139088,10.275208,0.5525,191.297668,77.596252,62.84021,4.9,2.19,2.71,0.29
p528,39.978294,62.949236,22.97,54.365677,8.583559,0.561,192.097718,77.850189,60.924622,4.82,2.4,2.42,0.29
p529,49.483749,67.028861,17.55,56.663826,10.365035,0.5478,192.593811,76.029755,62.764648,4.61,2.71,1.9,0.28
p530,43.03199,63.266981,20.23,54.611622,8.655359,0.5501,192.921173,78.438538,64.160034,4.91,2.49,2.42,0.28
p531,41.338589,64.299528,22.96,53.761387,10.538141,0.555,192.611939,78.994476,63.346436,4.92,2.63,2.29,0.27
p532,37.271996,57.669678,20.4,44.350513,13.319165,0.5863,192.392273,86.307709,60.896362,3.36,2.99,0.37,0.25
p533,32.814716,55.091768,22.28,42.539585,12.552183,0.5829,192.011139,87.791718,62.822693,3.36,2.85,0.51,0.25
p534,40.069855,59.551678,19.48,42.424492,17.127186,0.6038,191.25116,87.720551,57.563965,3.37,2.4,0.97,0.25
p535,40.219009,64.48636,24.27,51.373169,13.113191,0.5618,190.691284,80.165924,62.530823,5.19,2.83,2.36,0.28
p536,41.14679,64.378817,23.23,51.956425,12.422392,0.5615,190.591247,79.47168,62.066833,4.96,2.97,1.99,0.27
p537,27.124998,53.135628,26.01,43.050617,10.085011,0.5701,189.951263,88.349182,66.609619,7.05,2.77,4.28,0.26
p538,34.439117,60.567563,26.13,53.243149,7.324414,0.5312,191.153473,78.151398,68.970032,4.69,3.25,1.44,0.29
p539,34.529022,54.265473,19.74,42.089153,12.17632,0.5842,190.976898,87.284302,62.116333,3.67,3,0.67,0.25
p540,32.51823,54.686249,22.17,40.746498,13.939751,0.5976,191.022064,88.615204,59.665588,3.49,2.75,0.74,0.26
p541,29.477127,52.565672,23.09,41.249722,11.31595,0.579,191.091095,88.077789,64.045593,3.37,2.65,0.72,0.27
p542,35.28952,53.669891,18.38,45.2099,8.459991,0.5658,191.239197,84.093109,64.546021,3.11,3.01,0.1,0.27
p543,35.873589,59.829005,23.96,53.042187,6.786818,0.5379,191.346863,78.173645,67.145264,4.83,2.9,1.93,0.31
p544,42.807648,64.361087,21.55,52.657738,11.703349,0.5527,188.485169,75.615143,61.197998,4.53,3.09,1.44,0.27
p545,39.685608,58.9427,19.26,50.664585,8.278115,0.5422,188.516968,77.586639,65.504333,4.9,3.06,1.84,0.28
p546,41.598434,61.502942,19.9,52.488846,9.014096,0.5406,188.558624,75.797699,64.406006,4.58,2.99,1.59,0.28
p547,31.848196,57.870636,26.02,49.173397,8.697239,0.5419,186.201508,79.160034,66.931885,4.84,4.05,0.79,0.26
p548,36.767975,60.707173,23.94,49.315849,11.391324,0.5607,186.31601,79.120697,61.988525,4.99,3.11,1.88,0.27
p549,31.882391,53.798712,21.92,40.149975,13.648737,0.5937,186.468506,86.563232,59.243591,3.32,2.9,0.42,0.26
p550,28.495651,50.995365,22.5,39.102394,11.892971,0.5888,186.600067,87.748169,61.281555,3.28,2.7,0.58,0.27
p551,29.192554,52.692349,23.5,38.374821,14.317528,0.5868,186.2966,88.553986,62.351074,3.39,4.41,1.02,0.25
p552,27.955971,50.490452,22.53,42.289383,8.201069,0.57,186.141266,84.877014,64.024963,3.17,3.84,0.67,0.26
p553,37.482876,63.785013,26.3,49.779934,14.005079,0.5645,186.041901,79.562317,61.370544,4.96,3.92,1.04,0.27
p554,35.766106,60.20505,24.44,49.367435,10.837615,0.5677,185.824921,80.101562,61.002808,5.11,2.36,2.75,0.29
p555,34.631168,57.617564,22.99,49.595604,8.02196,0.5432,185.823303,79.870575,67.173767,4.93,3.56,1.37,0.27
p556,40.797134,64.09924,23.3,49.877403,14.221837,0.5791,186.428437,79.85379,58.050049,5.21,2.34,2.87,0.29
p557,34.473431,55.363449,20.89,41.199646,14.163803,0.6002,187.296875,87.341522,58.176636,3.43,2.3,1.13,0.26
p558,29.941776,53.461273,23.52,37.232342,16.228931,0.5981,188.474304,91.297424,61.343079,3.91,3.23,0.68,0.25
p559,37.588516,58.02251,20.43,41.371864,16.650646,0.6022,187.993377,86.460388,57.116028,3.44,2.95,0.49,0.26
p560,46.5116,69.92466,23.41,50.563683,19.360977,0.5943,188.897858,79.512695,54.279236,4.93,2.89,2.04,0.28
p561,34.524521,59.67347,25.15,48.595165,11.078305,0.5617,188.233185,80.815399,63.049011,5.2,2.89,2.31,0.27
p562,33.230381,58.306378,25.08,48.263878,10.0425,0.5564,188.254272,81.030457,64.598022,5.41,2.94,2.47,0.27
p563,33.483341,56.815193,23.33,47.326614,9.488579,0.5569,187.866028,81.596161,64.928406,5.28,3.12,2.16,0.28
p564,35.830345,60.314178,24.48,48.086117,12.228061,0.5644,187.972412,80.842804,62.387207,5.18,3.21,1.97,0.27
p565,48.523182,63.918184,15.4,49.50106,14.417124,0.527,207.273376,79.165619,71.06073,4.96,2.87,2.09,0.27
p566,44.269085,58.894039,14.62,41.395782,17.498257,0.557,206.852478,84.938293,67.558167,3.28,3.58,0.3,0.25
p567,40.57449,63.977638,23.4,35.98444,27.993198,0.5931,206.970826,90.540131,62.125183,3.61,3.22,0.39,0.27
p568,38.008812,57.182548,19.17,36.168617,21.013931,0.5691,206.456268,89.87735,68.06189,3.56,3.76,0.2,0.25
p569,43.536324,64.793562,21.26,37.685116,27.108446,0.5769,206.303528,88.324707,64.770386,3.58,3.1,0.48,0.26
p570,51.246399,73.042175,21.8,46.200489,26.841686,0.5708,205.954804,81.711334,61.442627,5.17,3.42,1.75,0.28
p571,49.607792,74.259124,24.65,48.927612,25.331512,0.5458,206.110443,79.045471,65.784241,4.91,3.47,1.44,0.27
p572,42.3022,70.031095,27.73,47.625572,22.405523,0.5254,205.368499,80.265045,72.49292,5.17,4.34,0.83,0.25
p573,45.051357,70.933449,25.88,46.221752,24.711697,0.5513,205.106446,81.67395,66.471008,5.43,3.18,2.25,0.28
p574,26.578392,54.02152,27.44,38.460098,15.561422,0.3172,200.01651,41.563934,89.459412,2.99,3.15,0.16,0.41
p575,6.04385,43.2517,37.21,31.570759,11.680941,0.3607,199.915985,50.788025,90.000549,8.53,4.49,4.04,0.36
p576,81.52684,47.104494,34.42,29.661867,17.442627,0.6127,202.324005,82.733154,52.2901,3.78,3.52,0.26,0.28
p577,69.556259,80.422195,10.87,51.850288,28.571907,0.3477,204.520966,44.023956,82.588562,7.63,8,0.37,0.24
p578,32.360962,75.523628,43.16,34.300262,41.223366,0.4422,203.913483,57.116547,72.047791,6.06,5.61,0.45,0.25
p579,33.996632,86.704186,52.71,36.129635,50.574551,0.4129,205.90213,54.016632,76.799622,4.95,7.33,2.38,0.22
p580,35.846748,57.600342,21.75,24.049847,33.550495,0.4135,207.041473,62.935608,89.273071,5.13,10.17,5.04,0.27
p581,56.307728,68.502207,12.19,18.305975,50.196232,0.4892,206.107635,71.765747,74.928711,8.65,8.15,0.5,0.23
p582,56.667042,66.817408,10.15,30.262072,36.555336,0.4042,206.89389,59.945892,88.379517,12.84,7.02,5.82,0.21
p583,34.290298,16.939983,17.35,12.646879,4.293104,0.6419,192.887085,105.365204,58.777161,4.66,1.47,3.19,0.35
p584,10.800012,29.524069,18.72,21.395697,8.128372,0.6459,192.887085,96.616364,52.959534,4.76,2.19,2.57,0.38
p585,27.946598,5.639171,22.31,14.171972,-8.532801,0.5971,192.887085,103.839996,70.070679,5.24,2.14,3.1,0.34
p586,10.122784,25.52143,15.4,19.947739,5.573691,0.649,195.809295,101.588287,54.937927,5.81,1.74,4.07,0.4
p587,26.198078,15.36196,10.84,17.12665,-1.76469,0.6239,195.809295,104.409393,62.949951,4.46,1.71,2.75,0.34
p588,30.826263,4.98528,25.84,10.363134,-5.377854,0.5856,199.816009,106.942413,75.686768,4.47,1.66,2.81,0.36
p589,39.164925,21.701824,17.46,11.758827,9.942997,0.6798,195.099029,105.369354,49.633484,5.92,2.96,2.96,0.27
p590,32.360962,42.532937,10.17,11.603938,30.928999,0.4914,203.210602,77.922821,80.66571,5.69,8.54,2.85,0.26
p591,69.384621,80.459734,11.08,18.110056,62.349678,0.5722,203.707764,74.093903,55.399536,7.9,5.78,2.12,0.35
p592,26.256935,37.232915,10.98,3.138295,34.09462,0.5353,204.266785,89.419708,77.633057,9.17,8.15,1.02,0.31
p593,49.744453,38.885185,10.86,27.414169,11.471016,0.556,179.993439,73.735382,58.88092,3.33,2.86,0.47,0.28
p594,66.182976,42.121761,24.06,26.849455,15.272306,0.5824,194.955475,72.246429,51.804932,3.29,2.41,0.88,0.26
p595,42.834778,18.640334,24.19,11.260692,7.379642,0.5901,194.809174,87.785095,60.987976,3,2.79,0.21,0.34
p596,53.331688,26.037246,27.29,20.682915,5.354331,0.5534,194.555603,78.045349,62.975525,2.71,2.96,0.25,0.31
p597,63.216606,38.238253,24.98,26.147932,12.090321,0.5497,194.363281,72.415741,59.325806,3.05,2.94,0.11,0.27
p598,61.55658,35.328012,26.23,25.680048,9.647964,0.5538,194.125824,73.256744,59.030212,3.09,2.86,0.23,0.28
p599,54.966766,34.982833,19.98,24.308989,10.673844,0.5692,193.991272,74.148743,56.118164,3.21,2.76,0.45,0.28
p600,63.507683,41.664725,21.84,28.946585,12.71814,0.551,193.757569,69.849457,56.913452,2.94,2.5,0.44,0.27
p601,64.765198,34.996306,29.77,22.616735,12.379571,0.5586,193.038696,75.861084,59.943848,3.02,3.2,0.18,0.29
p602,53.953663,34.700744,19.25,23.422897,11.277847,0.5635,192.570739,75.033264,58.111023,3.14,2.72,0.42,0.27
p603,66.75013,37.468121,29.28,24.779198,12.688923,0.5639,195.580322,73.768677,57.061157,3.17,2.66,0.51,0.26
p604,56.586044,32.476606,24.11,19.635729,12.840877,0.5765,186.857209,73.366913,53.89679,3.14,2.46,0.68,0.27
p605,67.405556,41.35333,26.05,29.961792,11.391538,0.5532,192.191803,68.539886,55.357483,2.72,2.46,0.26,0.29
p606,53.649776,32.644945,21,22.0476,10.597345,0.5601,187.145325,70.961304,55.721802,3.26,2.66,0.6,0.27
p607,58.213181,31.598674,26.61,20.226715,11.371959,0.5561,187.381378,73.227692,58.448059,3.4,3.15,0.25,0.26
p608,54.158741,27.71255,26.45,17.845226,9.867324,0.5564,187.715179,75.284607,60.026428,3.18,3.19,0.01,0.28
p609,58.734489,29.793091,28.94,22.342037,7.451054,0.5346,188.100189,71.344543,62.121948,3.04,3.16,0.12,0.28
p610,54.217789,29.802069,24.42,21.086191,8.715878,0.5506,188.604309,72.297241,59.007019,3.3,2.83,0.47,0.28
p611,56.806324,32.384153,24.42,22.176664,10.207489,0.5227,188.396057,71.321777,65.137817,2.97,3.27,0.3,0.28
p612,57.428024,35.791008,21.64,22.494438,13.29657,0.5673,189.068786,71.391968,54.456787,3.05,2.71,0.34,0.28
p613,49.398769,28.520712,20.88,15.880488,12.640224,0.5536,189.249268,78.131073,63.009216,3.08,3.38,0.3,0.31
p614,59.802551,37.35442,22.45,25.323372,12.031048,0.5194,189.26535,68.549011,63.4198,2.75,3.19,0.44,0.29
p615,50.637402,27.575161,23.06,21.58073,5.994431,0.511,189.887939,72.324066,69.21936,3.21,3.58,0.37,0.29
p616,56.501663,33.881316,22.62,23.506046,10.37527,0.5133,187.993164,68.571747,65.02948,2.81,3.61,0.8,0.31
p617,56.566364,32.282511,24.28,23.898443,8.384068,0.5162,189.733612,70.422913,66.008362,2.83,3.76,0.93,0.3
p618,53.089088,27.600164,25.49,19.740292,7.859872,0.5305,186.324738,71.467926,63.256653,2.78,3.09,0.31,0.31
p619,50.427261,24.504971,25.92,19.75305,4.751921,0.5039,187.020783,71.38559,70.286987,2.79,4.02,1.23,0.31
p620,41.527355,18.924131,22.6,13.713278,5.210853,0.5212,186.136841,77.307068,71.022217,2.82,3.45,0.63,0.34
p621,49.242527,25.256925,23.99,17.04788,8.209045,0.5352,186.169739,74.005371,64.258789,3.07,3.16,0.09,0.31
p622,47.278126,25.190283,22.09,16.496527,8.693756,0.5346,186.941467,73.092621,63.626099,2.89,3.17,0.28,0.3
p623,49.850853,21.731277,28.12,16.107811,5.623466,0.5265,184.329803,72.729462,65.400513,2.73,3.3,0.57,0.32
p624,45.941147,19.369633,26.57,14.642193,4.72744,0.5357,184.998932,74.766754,64.801208,2.87,3.09,0.22,0.33
p625,42.304787,15.575892,26.73,13.154984,2.420908,0.5286,186.066131,77.342896,68.98291,2.6,2.99,0.39,0.38
p626,41.867371,16.614781,25.25,8.384169,8.230612,0.5553,186.134521,80.393311,64.378296,2.62,2.72,0.1,0.35
p627,49.740356,26.724764,23.02,16.109249,10.615515,0.5224,184.434845,72.752625,66.500671,2.71,3.51,0.8,0.31
p628,49.666759,22.72943,26.94,15.490393,7.239037,0.5281,185.909515,74.116913,66.221985,2.8,3.74,0.94,0.31
p629,49.550056,21.820909,27.73,17.082092,4.738817,0.5125,185.637634,72.25827,68.721313,2.78,3.2,0.42,0.34
p630,43.591064,24.747592,18.84,17.211964,7.535628,0.5116,184.900238,71.492462,68.254272,2.74,3.37,0.63,0.32
p631,43.497208,23.715062,19.78,17.219683,6.495379,0.5157,186.470886,73.174896,68.717834,2.78,3.13,0.35,0.33
p632,59.716969,32.748001,26.97,26.087502,6.660499,0.4948,187.064697,64.752899,66.124146,2.67,3.56,0.89,0.29
p633,55.11412,30.755053,24.36,24.076225,6.678828,0.5025,187.423309,67.30899,66.640686,2.79,3.21,0.42,0.3
p634,57.373985,29.82296,27.55,24.789921,5.033039,0.4945,187.687378,67.164978,68.669067,2.9,3.42,0.52,0.31
p635,49.283619,22.71223,26.57,21.780222,0.932008,0.4886,186.23233,68.783142,71.980103,2.86,3.06,0.2,0.34
p636,48.863956,27.390324,21.47,19.002995,8.387329,0.5264,186.126618,71.614471,64.443604,2.74,3.16,0.42,0.34
p637,52.962391,25.046171,27.92,19.146576,5.899595,0.5227,186.979919,72.400024,66.112305,3.26,4.01,0.75,0.31
p638,54.856201,30.204183,24.65,23.080259,7.123924,0.506,185.98761,67.665985,66.055725,2.82,3.43,0.61,0.33
p639,53.496342,27.739647,25.76,20.282471,7.457176,0.5135,185.801544,70.22522,66.531189,2.9,3.15,0.25,0.33
p640,49.508129,24.919573,24.59,20.994841,3.924732,0.5148,186.444458,70.013,65.988037,2.95,3.12,0.17,0.34
p641,43.698895,25.782502,17.92,20.292854,5.489648,0.5079,186.593079,70.656464,68.465332,3.33,3.54,0.21,0.32
p642,42.607597,18.591415,24.02,14.946245,3.64517,0.5174,186.673859,75.169647,70.126526,2.71,3.33,0.62,0.38
p643,26.315582,9.370835,16.94,8.842827,0.528008,0.5315,186.036194,81.313782,71.687134,2.6,3.02,0.42,0.39
p644,44.487103,27.869877,16.62,22.46694,5.402937,0.5039,187.032227,68.689758,67.624329,2.92,3.57,0.65,0.33
p645,44.639038,24.702119,19.94,23.302582,1.399537,0.4879,187.860321,68.572083,71.96167,2.94,3.68,0.74,0.34
p646,42.883167,24.969799,17.91,20.952198,4.017601,0.5154,186.346344,69.162445,65.023376,2.74,2.96,0.22,0.33
p647,42.507675,26.907314,15.6,21.026318,5.880996,0.5047,186.453644,69.333923,68.036377,2.67,2.85,0.18,0.35
p648,35.694538,19.702357,15.99,11.213984,8.488373,0.5582,188.026734,80.650757,63.836182,2.67,2.64,0.03,0.37
p649,41.042576,26.18744,14.86,20.513353,5.674087,0.5079,186.345764,69.606354,67.45105,2.74,2.68,0.06,0.33
p650,43.051605,28.966379,14.09,22.4872,6.479179,0.5343,187.352691,81.70752,71.222778,3.79,3.02,0.77,0.28
p651,37.799137,27.144593,10.65,18.731628,8.412965,0.5938,186.767975,84.891663,58.076721,4.04,3.77,0.27,0.21
p652,4.083325,19.176129,15.09,17.838699,1.33743,0.5638,186.888275,85.904907,66.449707,7.17,4.08,3.09,0.29
p653,53.63044,32.261521,21.37,26.23177,6.029751,0.5622,186.396698,77.511719,60.35907,4.45,5.32,0.87,0.25
p654,42.522282,28.870943,13.65,23.03727,5.833673,0.5703,186.422425,80.731964,60.820801,6.17,3.43,2.74,0.22
p655,39.722126,28.071959,11.65,20.831451,7.240508,0.587,186.228699,82.937897,58.352905,4.61,4.24,0.37,0.21
p656,43.531754,26.031377,17.5,17.029953,9.001424,0.6039,186.228699,86.739349,56.892944,4.25,3.2,1.05,0.25
p657,36.130013,48.591942,12.46,17.756191,30.835751,0.5378,201.968292,85.817047,73.745178,5.23,1.77,3.46,0.28
p658,35.321178,46.332033,11.01,13.017908,33.314125,0.5594,204.761139,94.061859,74.082825,3.13,1.94,1.19,0.28
p659,34.572063,46.801753,12.23,8.495498,38.306255,0.5873,203.411743,94.067841,66.113403,4.6,1.7,2.9,0.3
p660,35.032749,46.848356,11.82,8.653906,38.19445,0.5899,199.861481,93.887177,65.266113,3.56,1.62,1.94,0.3
p661,36.133209,48.264458,12.13,10.784058,37.4804,0.5808,199.787537,91.577332,66.095459,5.12,1.64,3.48,0.3
p662,31.8255,46.029255,14.2,15.896561,30.132694,0.5324,202.770966,86.805756,76.253601,5.52,1.76,3.76,0.28
p663,29.803848,41.573103,11.77,16.7852,24.787903,0.5269,202.74649,90.524017,81.288269,5.97,2.1,3.87,0.29
p664,25.385445,40.186993,14.8,11.880526,28.306467,0.5411,201.981689,90.936829,77.116028,3.76,1.85,1.91,0.31
p665,26.290222,38.583502,12.29,8.030604,30.552898,0.5724,201.31012,95.02182,70.980042,3.62,2.02,1.6,0.3
p666,42.562798,55.076475,12.51,19.119337,35.957138,0.549,201.059906,83.460907,68.565796,4.41,1.85,2.56,0.32
p667,27.42802,38.427774,11,8.282121,30.145653,0.5696,201.527497,94.831146,71.659119,3.86,1.99,1.87,0.29
p668,35.052052,46.928386,11.88,10.306758,36.621628,0.5879,201.662781,96.100922,67.36969,4.94,1.67,3.27,0.33
p669,31.844753,43.065267,11.22,13.30945,29.755817,0.5393,201.71756,86.991913,74.318481,4.06,1.72,2.34,0.3
p670,29.175865,44.317285,15.14,18.147697,26.169588,0.5093,202.080139,82.116699,79.127747,2.89,1.81,1.08,0.32
p671,34.367809,47.509453,13.14,14.917423,32.59203,0.5379,201.841827,85.039307,73.051453,2.81,1.71,1.1,0.28
p672,36.044571,46.590102,10.55,13.77275,32.817352,0.5491,204.913422,86.242798,70.821167,3.87,1.7,2.17,0.3
