port,top_slack,tile_slack,slack_delta,driver_slack,receiver_slack,delay_split,available_time,driver_delay,receiver_delay,driver_efo,receiver_efo,efo_delta,route_ratio
p924,19.509958,35.670692,16.16,17.711126,17.959566,0.5109,204.375824,89.482574,85.653625,5.58,1.99,3.59,0.32
p925,24.663124,38.61939,13.96,15.128797,23.490593,0.5341,204.148315,91.770905,80.044128,4,1.89,2.11,0.3
p926,35.856628,46.743977,10.89,11.53106,35.212917,0.5604,203.630677,87.946411,68.980408,2.71,1.61,1.1,0.29
p927,19.500019,34.232348,14.73,9.58391,24.648438,0.5098,181.620117,78.319427,75.308838,2.75,1.75,1,0.31
p928,20.841011,33.922111,13.08,8.699689,25.222422,0.515,181.699982,79.233459,74.622681,3.18,1.86,1.32,0.29
p929,21.781364,36.32442,14.54,8.609489,27.714931,0.5244,181.593842,79.432495,72.03186,2.74,1.73,1.01,0.3
p930,34.751484,49.017107,14.27,8.010103,41.007004,0.5694,182.003388,80.24823,60.686096,3.41,1.87,1.54,0.29
p931,27.867599,42.451095,14.58,3.376571,39.074524,0.5761,182.120331,85.001831,62.551147,2.24,1.91,0.33,0.32
p932,34.701237,48.194204,13.49,7.232526,40.961678,0.5734,182.136352,81.450928,60.609497,2.3,1.6,0.7,0.31
p933,38.184624,51.915884,13.73,10.263418,41.652466,0.5698,183.008484,79.29007,59.859558,3.44,1.68,1.76,0.31
p934,27.61298,42.210933,14.6,8.903156,33.307777,0.5474,182.570496,80.322418,66.404053,2.25,1.52,0.73,0.31
p935,23.864326,39.263499,15.4,8.502366,30.761133,0.5386,182.763367,80.803375,69.209412,2.22,1.45,0.77,0.33
p936,26.99188,40.862945,13.87,9.39542,31.467525,0.5379,182.289673,79.418182,68.230103,3,1.71,1.29,0.32
p937,36.096325,49.640999,13.54,7.213005,42.427994,0.576,181.792694,80.787567,59.475769,2.73,1.6,1.13,0.33
p938,42.684517,54.515545,11.83,10.528633,43.986912,0.5769,184.36441,79.574127,58.363525,3.14,1.62,1.52,0.3
p939,33.421494,49.000984,15.58,6.278824,42.72216,0.5763,182.289245,81.495819,59.919128,2.71,1.62,1.09,0.33
p940,30.467575,44.847413,14.38,1.453248,43.394165,0.5918,182.262116,86.106049,59.399963,2.38,1.61,0.77,0.31
p941,32.097061,46.296102,14.2,2.733365,43.562737,0.5881,182.12677,84.65506,59.297058,3.19,1.56,1.63,0.32
p942,37.955231,51.74377,13.79,8.843795,42.899975,0.5663,181.998626,78.409241,60.051636,3.37,1.44,1.93,0.32
p943,37.248001,53.179743,15.93,7.176851,46.002892,0.5775,183.610565,79.97464,58.509521,2.91,1.58,1.33,0.32
p944,27.666008,42.347349,14.68,4.237181,38.110168,0.5616,183.498535,82.866852,64.675293,2.53,1.44,1.09,0.31
p945,31.537067,44.762682,13.23,10.596373,34.166309,0.5403,187.377411,80.495789,68.484558,2.71,1.53,1.18,0.3
p946,34.142136,46.927051,12.78,11.881973,35.045078,0.5737,187.302399,90.524719,67.271362,3.01,1.75,1.26,0.32
p947,38.95343,49.785085,10.83,6.780023,43.005062,0.5815,187.056672,84.407227,60.738037,3.1,1.89,1.21,0.31
p948,39.011147,50.564796,11.55,8.090244,42.474552,0.5767,186.951477,83.171234,61.039429,3.69,1.87,1.82,0.31
p949,38.541122,51.83015,13.29,9.252029,42.578121,0.5737,187.11203,82.119476,61.009888,3.26,1.92,1.34,0.31
p950,39.513702,53.239689,13.73,8.116596,45.123093,0.5862,187.347473,83.33429,58.825439,2.81,1.63,1.18,0.29
p951,36.741379,47.853147,11.11,12.131292,35.721855,0.5445,187.876922,79.602875,66.595703,3.3,1.73,1.57,0.31
p952,32.824554,47.852617,15.03,13.543653,34.308964,0.5354,188.303131,78.564392,68.173096,3.44,1.61,1.83,0.32
p953,41.064262,53.057066,11.99,18.357153,34.699913,0.5228,189.013428,74.390167,67.911926,3.56,1.6,1.96,0.32
p954,37.229183,49.692124,12.46,12.159077,37.533047,0.5492,188.870941,79.771667,65.473755,3.59,1.8,1.79,0.29
p955,41.447826,53.319507,11.87,8.533889,44.785618,0.5809,188.749115,83.320038,60.11554,3.58,1.67,1.91,0.3
p956,44.474285,56.145379,11.67,10.827271,45.318108,0.5764,188.663208,80.990662,59.510986,3.19,1.67,1.52,0.31
p957,39.316284,52.133246,12.82,9.2251,42.908146,0.5711,188.234863,82.295563,61.797424,3,1.78,1.22,0.33
p958,40.44162,55.503947,15.06,8.781836,46.722111,0.5841,189.063538,82.759552,58.928833,2.71,1.51,1.2,0.3
p959,42.299316,53.96547,11.67,9.967705,43.997765,0.5742,188.084167,81.521912,60.459717,3.67,1.91,1.76,0.29
p960,23.804327,38.663783,14.86,6.123256,32.540527,0.5068,180.547302,73.200226,71.226318,1.72,1.89,0.17,0.32
p961,31.576725,42.303381,10.73,0.288958,42.014423,0.5631,178.608032,79.185333,61.438538,2.67,1.72,0.95,0.33
p962,20.344963,32.093323,11.75,-3.932811,36.026134,0.5667,178.571594,86.894135,66.430054,2.3,2.65,0.35,0.31
p963,32.104465,43.006003,10.9,0.546595,42.459408,0.5668,178.89859,79.149902,60.487488,1.91,1.98,0.07,0.32
p964,33.098373,45.985366,12.89,0.634334,45.351032,0.5783,178.660492,79.756561,58.147522,2.85,1.56,1.29,0.32
p965,27.932306,40.174675,12.24,7.797695,32.37698,0.5148,178.782441,72.880615,68.679016,1.71,1.98,0.27,0.33
p966,23.275494,39.170727,15.9,46.475197,-7.30447,0.4451,174.555939,66.875793,83.372253,5.76,2.39,3.37,0.2
p967,55.939228,41.558453,14.38,17.651394,23.907059,0.4261,199.879395,62.042633,83.577271,7.23,3.99,3.24,0.32
p968,6.04385,40.219944,34.18,19.696766,20.523178,0.48,199.876342,69.541992,75.337708,10.35,4.08,6.27,0.31
p969,8.549455,22.325601,13.78,12.338755,9.986846,0.2834,197.524109,44.961517,113.675903,5.29,4.97,0.32,0.32
p970,46.324913,74.8866,28.56,17.439182,57.447418,0.2659,180.991425,31.590698,87.235046,3.86,4.21,0.35,0.18
p971,42.795326,22.517659,20.28,10.819548,11.698111,0.3788,176.75766,51.733673,84.839661,6.53,5.69,0.84,0.17
p972,28.789339,17.76414,11.03,9.380209,8.383931,0.4019,172.365753,57.238922,85.199585,3.97,5.95,1.98,0.18
p973,37.623604,21.952701,15.67,5.793878,16.158823,0.3972,176.283478,56.275238,85.395142,2.81,4.27,1.46,0.19
p974,29.39016,18.166527,11.22,9.158707,9.00782,0.3956,176.283478,57.460358,87.802124,2.16,4.64,2.48,0.18
p975,26.196882,13.458472,12.74,-0.723045,14.181517,0.4203,176.662048,63.170654,87.115295,3.54,4.38,0.84,0.24
p976,27.337242,14.268531,13.07,12.649754,1.618777,0.3712,173.05899,54.3479,92.075928,3.1,3.18,0.08,0.16
p977,31.042231,17.619831,13.42,2.252635,15.367196,0.4112,176.633453,60.195068,86.187256,3.23,4.64,1.41,0.19
p978,32.121895,21.121104,11,15.579203,5.541901,0.3653,177.84317,52.628113,91.429382,2.8,4.32,1.52,0.16
p979,35.544647,23.943097,11.6,8.187559,15.755538,0.3923,177.998749,55.690826,86.286743,3.15,3.75,0.6,0.17
p980,26.671507,12.612585,14.06,4.53197,8.080615,0.3894,178.016358,59.364014,93.102844,1.53,3.92,2.39,0.21
p981,-8.0888,11.247309,19.34,5.64188,5.605429,0.4045,178.016358,62.804138,92.4776,1.69,5.5,3.81,0.23
p982,30.838711,20.6971,10.14,11.96476,8.73234,0.3876,178.006684,56.481323,89.251648,2.29,3.8,1.51,0.19
p983,30.479923,17.703395,12.78,12.695894,5.007501,0.3755,178.006684,55.750183,92.702209,2.79,4.68,1.89,0.21
p984,38.25605,25.085267,13.17,15.720676,9.364591,0.3847,172.816742,51.858673,82.951172,3.05,3.62,0.57,0.16
p985,30.360676,16.161087,14.2,10.294008,5.867079,0.3834,177.139954,57.285309,92.113525,3.38,4.74,1.36,0.2
p986,42.65337,28.046947,14.61,9.001304,19.045643,0.4124,171.960571,54.449066,77.568726,3.08,3.2,0.12,0.18
p987,31.31567,12.796104,18.52,8.486966,4.309138,0.4066,172.26004,59.812866,87.292603,2.03,4.35,2.32,0.2
p988,27.809628,14.733147,13.08,8.668417,6.06473,0.366,175.934113,54.933075,95.148315,3.36,3.43,0.07,0.16
p989,22.473936,8.214311,14.26,5.556855,2.657456,0.394,174.022125,60.277374,92.700012,2.38,4.67,2.29,0.18
p990,23.916248,13.622175,10.29,11.384725,2.23745,0.3582,177.434875,54.449493,97.557129,3.47,4.25,0.78,0.16
p991,26.869799,12.042342,14.83,7.797758,4.244584,0.3719,179.668579,57.996948,97.949463,3.33,3.81,0.48,0.19
p992,25.264408,13.28979,11.97,8.391201,4.898589,0.3683,178.520141,56.255188,96.491516,5.29,4.12,1.17,0.17
p993,24.652927,11.064948,13.59,7.710712,3.354236,0.3671,178.067169,56.935669,98.180908,3.85,3.5,0.35,0.19
p994,23.547695,13.176309,10.37,7.632043,5.544266,0.3714,178.067169,57.014343,96.492798,3.24,3.28,0.04,0.19
p995,28.211699,11.28381,16.93,6.853911,4.429899,0.3828,174.256684,57.623383,92.924133,4.02,4.07,0.05,0.19
p996,27.388262,15.279065,12.11,7.980921,7.298144,0.3839,174.256684,56.496368,90.657532,3.73,2.72,1.01,0.22
p997,27.347282,10.123751,17.22,7.66415,2.459601,0.3653,178.214478,56.519745,98.207642,4.25,2.12,2.13,0.23
p998,25.525782,11.338848,14.19,4.752305,6.586543,0.3848,177.344452,59.43161,95.033447,4.16,2.85,1.31,0.2
p999,28.764757,17.899843,10.86,6.97483,10.925013,0.4015,176.024658,58.834625,87.720032,2.9,3.38,0.48,0.19
p1000,21.143145,5.308717,15.83,4.826564,0.482153,0.3867,176.024658,60.982941,96.732117,2.6,2.34,0.26,0.25
p1001,25.392626,13.386858,12.01,9.124094,4.262764,0.3633,176.024658,56.685333,99.35907,3.68,3.37,0.31,0.17
p1002,39.182236,24.860376,14.32,7.523119,17.337257,0.4275,177.4039,59.98291,80.343445,2.23,4.5,2.27,0.18
p1003,33.442062,21.332437,12.11,12.05088,9.281557,0.419,177.4039,60.005249,83.195923,3.67,4.19,0.52,0.15
p1004,31.337988,17.58078,13.76,11.505896,6.074884,0.4113,184.960907,60.550232,86.671875,4.44,3.89,0.55,0.17
p1005,45.237297,23.4711,21.77,5.524866,17.946234,0.4357,205.0336,63.889038,82.756775,4.26,3.75,0.51,0.15
p1006,36.620167,21.45899,15.16,9.105838,12.353152,0.4066,176.836212,58.219849,84.97583,3.12,3.94,0.82,0.19
p1007,38.471035,25.452277,13.02,15.617699,9.834578,0.3936,184.437469,56.258057,86.673584,3.25,4.46,1.21,0.21
p1008,28.964611,16.215204,12.75,13.251575,2.963629,0.3585,180.988769,58.624146,104.891907,4.73,4.32,0.41,0.17
p1009,27.176186,12.622793,14.55,11.853339,0.769454,0.3796,184.124969,59.445862,97.150757,5.93,4.2,1.73,0.17
p1010,28.337402,15.647901,12.69,8.830756,6.817145,0.3917,176.22467,57.918579,89.939514,3.92,4,0.08,0.18
p1011,28.282822,13.259905,15.02,6.703974,6.555931,0.3944,175.403381,59.301666,91.070862,5.27,3.85,1.42,0.17
p1012,18.306015,6.278102,12.03,5.0159,1.262202,0.3759,179.989563,60.772644,100.917542,6.42,4.9,1.52,0.16
p1013,27.079596,14.001952,13.08,9.283468,4.718484,0.396,179.989563,61.055115,93.113342,4.32,5.05,0.73,0.16
p1014,35.263981,22.044513,13.22,11.742042,10.302471,0.418,175.117462,58.596497,81.577087,4.21,3.18,1.03,0.19
p1015,17.081089,6.298191,10.78,4.565519,1.732672,0.3764,182.017822,60.390808,100.060059,4.09,4.34,0.25,0.19
p1016,23.783119,10.437311,13.35,8.759045,1.678266,0.3922,178.645568,61.360992,95.080383,2.51,4.78,2.27,0.19
p1017,29.590317,14.171439,15.42,11.12886,3.042579,0.3887,182.199615,58.991241,92.783203,2.15,4.13,1.98,0.2
p1018,28.077845,14.319154,13.76,12.637291,1.681863,0.3824,178.740173,57.809906,93.350525,2.07,3.89,1.82,0.19
p1019,26.791409,16.470242,10.32,11.39784,5.072402,0.3955,179.203461,59.429016,90.844482,2.36,4.17,1.81,0.22
p1020,23.901619,7.06318,16.84,6.390626,0.672554,0.3767,179.203461,59.886292,99.1026,2.25,3.4,1.15,0.26
p1021,24.584139,12.708122,11.88,13.188412,-0.48029,0.3474,183.532379,53.69455,100.870544,2.78,3.87,1.09,0.19
p1022,33.814178,20.830189,12.98,10.754349,10.07584,0.3906,185.466523,58.139893,90.71228,2.62,3.93,1.31,0.2
p1023,24.478165,12.791218,11.69,11.391096,1.400122,0.3665,181.806549,57.503113,99.411133,4.43,4.17,0.26,0.22
p1024,29.078672,16.338442,12.74,11.918022,4.42042,0.3679,182.470916,56.428009,96.935181,3.25,4.24,0.99,0.21
p1025,22.837978,7.639689,15.2,3.000237,4.639452,0.377,181.360627,64.863251,107.185242,1.59,3.98,2.39,0.2
p1026,30.104645,15.332211,14.77,14.299582,1.032629,0.375,184.443695,58.306763,97.191284,4.66,4.25,0.41,0.19
p1027,30.791588,17.837664,12.95,15.935738,1.901926,0.3655,185.317444,56.670532,98.384766,3.78,3.04,0.74,0.18
p1028,30.083344,17.851321,12.23,14.771514,3.079807,0.3752,184.245178,57.834839,96.319763,4.48,3.65,0.83,0.18
p1029,42.204403,14.381145,27.82,14.217483,0.163662,0.3951,188.845642,63.340607,96.991516,10.09,3.64,6.45,0.17
p1030,44.533596,30.997339,13.54,22.59569,8.401649,0.3447,189.998321,50.412323,95.83136,4.23,3.72,0.51,0.16
p1031,37.751057,27.332659,10.42,11.526911,15.805748,0.4033,189.762176,61.490662,90.98175,4.4,3.71,0.69,0.15
p1032,35.790707,17.483005,18.31,12.625617,4.857388,0.4104,189.770019,64.941956,93.289978,4.75,3.38,1.37,0.16
p1033,32.285446,21.440804,10.84,14.272945,7.167859,0.4016,189.85553,63.691589,94.922668,4.59,4.42,0.17,0.15
p1034,40.964729,22.147633,18.82,20.794523,1.35311,0.3619,190.320495,57.44873,101.278687,5.04,3.93,1.11,0.18
p1035,30.592571,45.939865,15.35,25.118063,20.821802,0.392,189.634948,53.125122,82.394897,1.44,3.39,1.95,0.22
p1036,40.686127,26.589712,14.1,16.392023,10.197689,0.3935,192.947815,59.824463,92.218811,4.48,3.67,0.81,0.2
p1037,38.368896,20.419628,17.95,11.611632,8.807996,0.4062,193.610199,64.604858,94.454529,3.03,3.68,0.65,0.16
p1038,30.426022,15.803412,14.62,13.079619,2.723793,0.3848,195.509003,65.454956,104.640564,3.01,3.77,0.76,0.19
p1039,33.009064,22.490423,10.52,21.404598,1.085825,0.3868,194.696228,61.679993,97.791321,4.09,3.65,0.44,0.18
p1040,35.075024,24.86928,10.21,19.944448,4.924832,0.4202,190.968231,64.7388,89.318298,5.51,4.9,0.61,0.17
p1041,48.092957,34.566084,13.53,16.716715,17.849369,0.4331,188.74176,61.190063,80.093323,1.88,3.47,1.59,0.24
p1042,38.939659,20.041694,18.9,17.743696,2.297998,0.3913,194.062347,64.713013,100.675171,7.75,4.86,2.89,0.17
p1043,55.217411,26.779724,28.44,15.668799,11.110925,0.4443,189.315094,66.787964,83.538147,5.46,3.62,1.84,0.19
p1044,36.084019,19.144636,16.94,12.49695,6.647686,0.4121,210.670074,64.559662,92.100525,5.8,4.53,1.27,0.19
p1045,45.221676,26.523659,18.7,22.788816,3.734843,0.3865,186.236176,57.197815,90.801941,5,5.1,0.1,0.19
p1046,45.48872,34.048435,11.44,20.393936,13.654499,0.3924,186.217987,55.042664,85.219788,5.95,3.14,2.81,0.2
p1047,30.546976,19.376235,11.17,11.668255,7.70798,0.3584,208.79364,63.325195,113.36261,4.17,4.14,0.03,0.17
p1048,30.44434,16.264492,14.18,10.941431,5.323061,0.4027,185.138672,63.002533,93.458679,4,4.1,0.1,0.17
p1049,41.172276,30.564297,10.61,15.003994,15.560303,0.4133,184.775848,58.556641,83.122437,3.86,3.76,0.1,0.22
p1050,29.30888,11.742222,17.57,8.055159,3.687063,0.4023,186.451416,65.505493,97.323975,4.59,2.93,1.66,0.24
p1051,50.323555,24.114981,26.21,14.060491,10.05449,0.3963,185.923065,58.971893,89.820129,5.34,3.67,1.67,0.23
p1052,47.788273,29.139504,18.65,18.480423,10.659081,0.3779,185.923065,54.551849,89.797424,5.45,3.32,2.13,0.27
p1053,48.425713,24.68873,23.74,17.146904,7.541826,0.3755,185.761139,55.885345,92.961548,4.77,4.45,0.32,0.25
p1054,33.319439,16.863776,16.46,11.897224,4.966552,0.4212,185.708802,65.632751,90.206726,4.12,4.77,0.65,0.19
p1055,38.579445,20.277569,18.3,14.435593,5.841976,0.4119,185.708802,63.09436,90.096436,3.98,4.3,0.32,0.2
p1056,11.235996,1.039487,10.2,-6.275127,7.314614,0.3694,163.287811,55.779205,95.210083,3.85,3.39,0.46,0.18
p1057,19.345722,8.336219,11.01,1.051802,7.284417,0.3722,174.190857,53.002167,89.405701,3.23,4.51,1.28,0.2
p1058,17.922421,4.825755,13.1,3.043009,1.782746,0.3346,169.291626,51.747833,102.930725,5.64,4.31,1.33,0.18
p1059,28.45266,15.418476,13.03,7.362761,8.055715,0.3668,169.893127,47.428131,81.875061,5.15,4.02,1.13,0.21
p1060,18.607357,6.672564,11.93,1.797831,4.874733,0.3819,156.94168,52.890717,85.610474,3.53,4.38,0.85,0.18
p1061,23.852089,8.759958,15.09,-1.515219,10.275177,0.4112,168.698486,56.14209,80.397827,2.48,3.32,0.84,0.19
p1062,12.813076,0.381391,12.43,-0.045382,0.426773,0.3786,169.289642,54.238556,89.021423,2.45,3.79,1.34,0.18
p1063,21.686293,7.256708,14.43,-2.979558,10.236266,0.3908,158.6073,54.16275,84.443726,3.75,3.72,0.03,0.2
p1064,24.664871,13.621083,11.04,2.682911,10.938172,0.4011,157.73288,53.138794,79.328186,2.95,2.45,0.5,0.19
p1065,32.680161,22.176511,10.5,-0.142222,22.318733,0.422,157.73288,51.414001,70.422363,3,3.65,0.65,0.2
p1066,10.32655,-0.377898,10.7,-0.160752,-0.217146,0.3885,171.505981,56.468323,88.869568,2.1,4.44,2.34,0.22
p1067,14.456581,3.56781,10.89,2.273387,1.294423,0.3829,171.053375,54.034119,87.06781,3.18,3.18,0,0.2
p1068,17.219864,3.62999,13.59,1.785642,1.844348,0.3822,157.386841,53.977539,87.251404,2.48,4.49,2.01,0.21
p1069,18.990984,6.947793,12.04,4.46629,2.481503,0.3783,178.825043,55.668213,91.476257,4.17,4.2,0.03,0.2
p1070,27.659843,14.084685,13.58,11.12928,2.955405,0.3821,178.405365,53.555359,86.599854,3.55,3.24,0.31,0.21
p1071,26.38892,10.933526,15.46,2.495599,8.437927,0.4021,166.072021,57.638977,85.702148,4.62,3.45,1.17,0.21
p1072,22.448446,8.645422,13.8,5.185129,3.460293,0.4109,166.659576,59.979218,85.991089,4.16,2.84,1.32,0.21
p1073,21.739046,10.442793,11.3,4.492978,5.949815,0.3889,166.659576,56.121307,88.20166,3.45,3.48,0.03,0.17
p1074,29.192904,15.693783,13.5,3.636635,12.057148,0.4129,167.16214,57.500153,81.770325,3.28,3.06,0.22,0.24
p1075,31.589701,15.278501,16.31,8.031347,7.247154,0.3783,179.726776,53.04895,87.171936,4.79,3.43,1.36,0.26
p1076,35.700119,24.766285,10.93,20.955843,3.810442,0.3401,167.643494,44.6745,86.675171,4.45,2.77,1.68,0.26
p1077,19.902126,7.305481,12.6,3.90923,3.396251,0.3787,179.036743,56.269043,92.307129,2.4,2.37,0.03,0.25
p1078,20.631306,0.417789,20.21,-17.681784,18.099573,0.3428,192.347595,60.34668,115.714233,1.1,3.74,2.64,0.23
p1079,-7.10444,-22.721138,15.62,16.123077,-38.844215,0.5052,174.082153,91.508423,89.633423,7.88,2.09,5.79,0.42
p1080,3.639031,-10.51155,14.15,30.247559,-40.759109,0.4569,174.079407,77.381165,91.988708,4.93,1.52,3.41,0.44
p1081,23.009541,10.933992,12.08,10.706418,0.227574,0.536,185.239044,87.880524,76.078674,3.5,2.37,1.13,0.28
p1082,21.852158,9.018971,12.83,9.583684,-0.564713,0.546,182.825897,88.892273,73.922424,2.33,2.2,0.13,0.27
p1083,60.309807,49.527619,10.78,12.490376,37.037243,0.5789,196.924225,77.022736,56.027527,3.3,2.21,1.09,0.39
p1084,62.54034,47.027625,15.51,10.871371,36.156254,0.5827,196.621033,77.899292,55.794739,4.81,1.98,2.83,0.38
p1085,62.68618,40.330062,22.36,6.533782,33.79628,0.6042,194.482269,84.958984,55.65564,3.32,1.88,1.44,0.3
p1086,63.53463,49.942093,13.59,10.775925,39.166168,0.5969,194.629334,78.052429,52.716187,6.09,1.8,4.29,0.36
p1087,64.264206,52.771707,11.49,12.587644,40.184063,0.5884,195.899964,74.173676,51.883667,5.11,1.74,3.37,0.36
p1088,59.785534,46.897402,12.89,8.59553,38.301872,0.5998,194.67746,80.397308,53.638977,3.39,1.76,1.63,0.34
p1089,52.199142,41.106515,11.09,4.084249,37.022266,0.5978,194.695709,81.59433,54.905518,2.99,1.95,1.04,0.36
p1090,58.673595,47.678597,10.99,8.026089,39.652508,0.5942,196.250305,78.019836,53.275146,2.7,2.26,0.44,0.33
p1091,63.21125,51.410692,11.8,10.694639,40.716053,0.5902,198.303253,78.522156,54.524658,3.74,2.2,1.54,0.33
p1092,51.767277,41.422346,10.34,8.74357,32.678776,0.5491,196.705688,75.724365,62.177185,2.51,2.87,0.36,0.36
p1093,50.120007,39.566195,10.55,12.384137,27.182058,0.5363,198.425995,75.532867,65.320496,2.83,3.16,0.33,0.33
p1094,43.900078,33.571448,10.33,9.691954,23.879494,0.5294,196.742004,76.649811,68.142212,3.16,3.1,0.06,0.35
p1095,58.698048,47.790918,10.91,11.702829,36.088089,0.5542,196.285186,72.731995,58.516235,4.16,2.6,1.56,0.37
p1096,57.460903,46.195043,11.27,11.427099,34.767944,0.5514,196.920684,73.894562,60.119934,3.91,1.94,1.97,0.4
p1097,56.196728,45.969431,10.23,5.361738,40.607693,0.594,196.283447,79.328339,54.216064,2.68,1.83,0.85,0.37
p1098,56.563595,44.002366,12.56,6.180531,37.821835,0.6134,195.094849,83.166473,52.420288,3.35,1.89,1.46,0.34
p1099,50.52673,40.210341,10.32,5.017615,35.192726,0.5934,196.024566,82.218231,56.325684,1.9,2.06,0.16,0.32
p1100,56.787807,46.471237,10.32,5.381862,41.089375,0.5995,197.061676,80.221771,53.602051,2.02,1.91,0.11,0.36
p1101,68.046005,53.165233,14.88,11.570949,41.594284,0.596,198.904541,78.11142,52.944763,4.44,1.77,2.67,0.39
p1102,62.420704,45.206303,17.21,7.234517,37.971786,0.6075,198.240479,84.372162,54.512573,2.14,1.78,0.36,0.32
p1103,38.952442,4.728428,34.22,4.435358,0.29307,0.5233,184.483857,53.535095,48.765621,2.28,2.82,0.54,0.46
p1104,-1.127124,9.775171,10.9,27.158663,-17.383492,0.6176,181.469879,100.388,62.169373,4.23,2.33,1.9,0.41
p1105,-5.794803,-21.556276,15.76,2.824768,-24.381044,0.3823,181.740417,70.129211,113.293823,4.52,2.26,2.26,0.43
p1106,5.272689,-5.465582,10.74,10.767116,-16.232698,0.8647,177.914063,140.061371,21.919189,2.91,1.12,1.79,0.3
p1107,46.17532,33.091905,13.08,29.52142,3.570485,0.6217,191.466095,86.933777,52.897949,2.99,2.56,0.43,0.35
p1108,59.19894,48.875896,10.32,41.222923,7.652973,0.5979,190.667602,74.499939,50.107971,3.33,2.29,1.04,0.27
p1109,40.770279,26.463779,14.31,20.404228,6.059551,0.6477,192.281707,90.367401,49.143005,2.99,2.05,0.94,0.35
p1110,51.1954,39.948832,11.25,34.299587,5.649245,0.6237,191.12143,82.036682,49.504333,3.53,2.63,0.9,0.29
p1111,61.818203,51.093997,10.72,43.42131,7.672687,0.6055,190.801178,72.526031,47.260071,3.25,2.39,0.86,0.26
p1112,44.534996,33.984887,10.55,29.029619,4.955268,0.6464,191.761505,87.710144,47.976562,3.04,3.34,0.3,0.35
p1113,62.010262,49.096703,12.91,42.650429,6.446274,0.5743,189.323181,72.301819,53.585083,2.94,3.05,0.11,0.28
p1114,57.991482,45.827409,12.16,39.720371,6.107038,0.5853,190.496063,76.18277,53.980591,3.18,3.24,0.06,0.28
p1115,47.376781,35.165759,12.21,30.014297,5.151462,0.6248,189.234192,84.69101,50.853699,2.61,2.24,0.37,0.36
p1116,53.140751,43.019578,10.12,35.727226,7.292352,0.595,189.040741,78.200623,53.223267,4.1,2.13,1.97,0.28
p1117,52.322937,40.424438,11.9,33.073788,7.35065,0.6184,190.831268,82.555328,50.945007,3.2,2.22,0.98,0.32
p1118,46.561195,35.192087,11.37,28.859093,6.332994,0.6094,189.067352,85.075439,54.538391,3.12,2.14,0.98,0.33
p1119,45.451317,34.541326,10.91,29.192156,5.34917,0.6259,189.103424,84.984924,50.791504,3.1,2.62,0.48,0.34
p1120,52.091293,41.677213,10.41,34.752007,6.925206,0.6135,188.879853,79.188293,49.882751,2.9,2.39,0.51,0.31
p1121,57.665543,45.888609,11.78,28.168137,17.720472,0.4248,169.081696,44.654907,60.47229,5.62,2.21,3.41,0.17
p1122,8.124382,-5.977417,14.1,-3.215973,-2.761444,0.4604,186.881652,81.972595,96.075928,2.9,2.17,0.73,0.32
p1123,89.090904,99.354347,10.26,12.523262,86.831085,0.9102,182.67044,71.637787,7.064758,3.43,0.53,2.9,0.25
p1124,-6.476924,18.602846,25.08,8.504263,10.098583,0.4326,195.206207,41.403706,54.303955,3.57,2.81,0.76,0.43
p1125,62.238617,43.069159,19.17,36.231274,6.837885,0.5955,192.604553,75.777649,51.466736,3.45,2.27,1.18,0.26
p1126,61.246536,34.488394,26.76,23.303896,11.184498,0.6408,189.143341,86.979431,48.746643,3.79,2.58,1.21,0.25
p1127,57.388538,35.13253,22.26,23.059576,12.072954,0.6366,189.027679,87.107971,49.734802,3.65,3.05,0.6,0.26
p1128,60.068523,37.018426,23.05,23.245766,13.77266,0.6585,188.98172,86.876038,45.050659,3.97,2.48,1.49,0.24
p1129,61.248688,32.50887,28.74,23.793028,8.715842,0.6332,188.8125,86.368164,50.026855,3.8,1.85,1.95,0.25
p1130,62.242489,45.152719,17.09,36.432983,8.719736,0.6003,188.820099,75.645905,50.373779,3.34,2.09,1.25,0.26
p1131,62.004997,45.58728,16.42,37.435928,8.151352,0.5904,193.368409,75.350586,52.272949,3.57,2.17,1.4,0.25
p1132,58.523716,44.415816,14.11,36.251366,8.16445,0.5919,192.73941,77.023987,53.11438,3.84,2.1,1.74,0.25
p1133,59.352821,46.021418,13.33,35.903259,10.118159,0.5979,190.856048,76.389771,51.380127,3.49,2.15,1.34,0.25
p1134,59.212814,37.855972,21.36,23.043852,14.81212,0.6761,189.39032,87.857635,42.086243,4.2,2.34,1.86,0.24
p1135,58.698978,35.73558,22.96,22.725708,13.009872,0.6672,189.535034,88.320465,44.046875,2.52,2.53,0.01,0.25
p1136,57.679695,36.935545,20.74,22.474669,14.460876,0.6594,189.839386,88.875854,45.898254,2.62,2.46,0.16,0.25
p1137,59.943684,35.733574,24.21,22.754587,12.978987,0.6518,189.855163,88.385895,47.214233,4.05,2.89,1.16,0.24
p1138,67.023048,48.504613,18.52,38.322247,10.182366,0.5989,192.059021,75.205139,50.371643,3.36,2.2,1.16,0.24
p1139,66.671906,48.390122,18.28,39.192158,9.197964,0.5935,192.58435,74.680237,51.141785,3.54,2.11,1.43,0.24
p1140,65.467636,45.836434,19.63,38.359089,7.477345,0.6018,192.540528,75.4263,49.900452,3.42,2.05,1.37,0.26
p1141,69.7845,47.783117,22,39.859173,7.923944,0.5969,193.102295,73.852264,49.877014,3.31,2.26,1.05,0.24
