Port,Constraint,Budget,Edge,Clock,Slack,AvailTime,Exception
output[23],set_output_delay,1.262,rise,clk_v0_setuphold,0.800,-0.899,
output[23],set_output_delay,1.204,fall,clk_v0_setuphold,0.477,-0.899,
output[22],set_output_delay,1.177,rise,clk_v0_setuphold,0.455,-0.899,
output[22],set_output_delay,1.174,fall,clk_v0_setuphold,0.438,-0.899,
output[21],set_output_delay,1.183,rise,clk_v0_setuphold,0.442,-0.899,
output[21],set_output_delay,1.181,fall,clk_v0_setuphold,0.433,-0.899,
output[20],set_output_delay,1.154,rise,clk_v0_setuphold,0.422,-0.899,
output[20],set_output_delay,1.151,fall,clk_v0_setuphold,0.409,-0.899,
output[19],set_output_delay,1.183,rise,clk_v0_setuphold,0.448,-0.899,
output[19],set_output_delay,1.180,fall,clk_v0_setuphold,0.436,-0.899,
output[18],set_output_delay,1.184,rise,clk_v0_setuphold,0.463,-0.899,
output[18],set_output_delay,1.181,fall,clk_v0_setuphold,0.446,-0.899,
output[17],set_output_delay,1.195,rise,clk_v0_setuphold,0.465,-0.899,
output[17],set_output_delay,1.192,fall,clk_v0_setuphold,0.451,-0.899,
output[16],set_output_delay,1.153,rise,clk_v0_setuphold,0.432,-0.899,
output[16],set_output_delay,1.149,fall,clk_v0_setuphold,0.415,-0.899,
output[15],set_output_delay,1.188,rise,clk_v0_setuphold,0.437,-0.899,
output[15],set_output_delay,1.188,fall,clk_v0_setuphold,0.459,-0.899,
output[14],set_output_delay,1.193,rise,clk_v0_setuphold,0.450,-0.899,
output[14],set_output_delay,1.191,fall,clk_v0_setuphold,0.442,-0.899,
output[13],set_output_delay,1.208,rise,clk_v0_setuphold,0.469,-0.898,
output[13],set_output_delay,1.206,fall,clk_v0_setuphold,0.459,-0.898,
output[12],set_output_delay,1.157,rise,clk_v0_setuphold,0.435,-0.899,
output[12],set_output_delay,1.154,fall,clk_v0_setuphold,0.418,-0.899,
output[11],set_output_delay,1.207,rise,clk_v0_setuphold,0.490,-0.899,
output[11],set_output_delay,1.203,fall,clk_v0_setuphold,0.471,-0.899,
output[10],set_output_delay,1.189,rise,clk_v0_setuphold,0.463,-0.898,
output[10],set_output_delay,1.187,fall,clk_v0_setuphold,0.449,-0.898,
output[9],set_output_delay,1.178,rise,clk_v0_setuphold,0.443,-0.899,
output[9],set_output_delay,1.176,fall,clk_v0_setuphold,0.431,-0.899,
output[8],set_output_delay,1.156,rise,clk_v0_setuphold,0.421,-0.899,
output[8],set_output_delay,1.153,fall,clk_v0_setuphold,0.409,-0.899,
output[7],set_output_delay,1.194,rise,clk_v0_setuphold,0.450,-0.899,
output[7],set_output_delay,1.192,fall,clk_v0_setuphold,0.442,-0.899,
output[6],set_output_delay,1.183,rise,clk_v0_setuphold,0.448,-0.899,
output[6],set_output_delay,1.181,fall,clk_v0_setuphold,0.437,-0.899,
output[5],set_output_delay,1.203,rise,clk_v0_setuphold,0.476,-0.899,
output[5],set_output_delay,1.200,fall,clk_v0_setuphold,0.461,-0.899,
output[4],set_output_delay,1.164,rise,clk_v0_setuphold,0.439,-0.899,
output[4],set_output_delay,1.161,fall,clk_v0_setuphold,0.423,-0.899,
output[3],set_output_delay,1.216,rise,clk_v0_setuphold,0.481,-0.899,
output[3],set_output_delay,1.213,fall,clk_v0_setuphold,0.470,-0.899,
output[2],set_output_delay,1.184,rise,clk_v0_setuphold,0.463,-0.899,
output[2],set_output_delay,1.180,fall,clk_v0_setuphold,0.446,-0.899,
output[1],set_output_delay,1.203,rise,clk_v0_setuphold,0.477,-0.899,
output[1],set_output_delay,1.200,fall,clk_v0_setuphold,0.462,-0.899,
output[0],set_output_delay,1.163,rise,clk_v0_setuphold,0.425,-0.899,
output[0],set_output_delay,1.161,fall,clk_v0_setuphold,0.415,-0.899,
