Port,Constraint,Budget,Edge,Clock,Slack,AvailTime,Exception
ctrl,set_input_delay,-0.011,rise,_INN_superClk_v0_setuphold,0.414,-0.899,
ctrl,set_input_delay,-0.008,fall,_INN_superClk_v0_setuphold,0.439,-0.899,
ctrl,set_input_delay,-0.013,rise,clk_v0_setuphold,0.591,-0.899,
ctrl,set_input_delay,-0.010,fall,clk_v0_setuphold,0.618,-0.899,
output[79],set_output_delay,0.062,rise,clk_v0_setuphold,0.438,-0.899,
output[79],set_output_delay,0.120,fall,clk_v0_setuphold,0.502,-0.929,
output[78],set_output_delay,0.074,rise,clk_v0_setuphold,0.447,-0.899,
output[78],set_output_delay,0.136,fall,clk_v0_setuphold,0.527,-0.932,
output[77],set_output_delay,0.071,rise,clk_v0_setuphold,0.395,-0.899,
output[77],set_output_delay,0.129,fall,clk_v0_setuphold,0.538,-0.932,
output[76],set_output_delay,0.081,rise,clk_v0_setuphold,0.376,-0.896,
output[76],set_output_delay,0.145,fall,clk_v0_setuphold,0.459,-0.937,
output[75],set_output_delay,0.071,rise,clk_v0_setuphold,0.271,-0.899,
output[75],set_output_delay,0.131,fall,clk_v0_setuphold,0.348,-0.932,
output[74],set_output_delay,0.067,rise,clk_v0_setuphold,0.266,-0.899,
output[74],set_output_delay,0.125,fall,clk_v0_setuphold,0.346,-0.930,
output[73],set_output_delay,0.062,rise,clk_v0_setuphold,0.254,-0.899,
output[73],set_output_delay,0.120,fall,clk_v0_setuphold,0.334,-0.929,
output[72],set_output_delay,0.063,rise,clk_v0_setuphold,0.249,-0.899,
output[72],set_output_delay,0.120,fall,clk_v0_setuphold,0.330,-0.929,
output[71],set_output_delay,0.070,rise,clk_v0_setuphold,0.265,-0.899,
output[71],set_output_delay,0.129,fall,clk_v0_setuphold,0.343,-0.931,
output[70],set_output_delay,0.072,rise,clk_v0_setuphold,0.267,-0.899,
output[70],set_output_delay,0.129,fall,clk_v0_setuphold,0.344,-0.933,
output[69],set_output_delay,0.065,rise,clk_v0_setuphold,0.269,-0.899,
output[69],set_output_delay,0.123,fall,clk_v0_setuphold,0.343,-0.930,
output[68],set_output_delay,0.064,rise,clk_v0_setuphold,0.262,-0.899,
output[68],set_output_delay,0.124,fall,clk_v0_setuphold,0.342,-0.928,
output[67],set_output_delay,0.064,rise,clk_v0_setuphold,0.267,-0.899,
output[67],set_output_delay,0.121,fall,clk_v0_setuphold,0.343,-0.930,
output[66],set_output_delay,0.062,rise,clk_v0_setuphold,0.252,-0.899,
output[66],set_output_delay,0.118,fall,clk_v0_setuphold,0.329,-0.929,
output[65],set_output_delay,0.074,rise,clk_v0_setuphold,0.271,-0.899,
output[65],set_output_delay,0.132,fall,clk_v0_setuphold,0.349,-0.934,
output[64],set_output_delay,0.076,rise,clk_v0_setuphold,0.281,-0.899,
output[64],set_output_delay,0.136,fall,clk_v0_setuphold,0.355,-0.934,
output[63],set_output_delay,0.078,rise,clk_v0_setuphold,0.283,-0.896,
output[63],set_output_delay,0.140,fall,clk_v0_setuphold,0.363,-0.937,
output[62],set_output_delay,0.067,rise,clk_v0_setuphold,0.274,-0.899,
output[62],set_output_delay,0.126,fall,clk_v0_setuphold,0.346,-0.931,
output[61],set_output_delay,0.074,rise,clk_v0_setuphold,0.350,-0.899,
output[61],set_output_delay,0.135,fall,clk_v0_setuphold,0.390,-0.932,
output[60],set_output_delay,0.070,rise,clk_v0_setuphold,0.289,-0.899,
output[60],set_output_delay,0.130,fall,clk_v0_setuphold,0.360,-0.931,
output[59],set_output_delay,0.063,rise,clk_v0_setuphold,0.287,-0.899,
output[59],set_output_delay,0.121,fall,clk_v0_setuphold,0.356,-0.929,
output[58],set_output_delay,0.063,rise,clk_v0_setuphold,0.306,-0.899,
output[58],set_output_delay,0.123,fall,clk_v0_setuphold,0.365,-0.928,
output[57],set_output_delay,0.068,rise,clk_v0_setuphold,0.361,-0.899,
output[57],set_output_delay,0.126,fall,clk_v0_setuphold,0.404,-0.931,
output[56],set_output_delay,0.081,rise,clk_v0_setuphold,0.295,-0.896,
output[56],set_output_delay,0.145,fall,clk_v0_setuphold,0.372,-0.937,
output[55],set_output_delay,0.067,rise,clk_v0_setuphold,0.309,-0.899,
output[55],set_output_delay,0.125,fall,clk_v0_setuphold,0.366,-0.930,
output[54],set_output_delay,0.065,rise,clk_v0_setuphold,0.296,-0.899,
output[54],set_output_delay,0.123,fall,clk_v0_setuphold,0.357,-0.930,
output[53],set_output_delay,0.062,rise,clk_v0_setuphold,0.311,-0.899,
output[53],set_output_delay,0.120,fall,clk_v0_setuphold,0.369,-0.928,
output[52],set_output_delay,0.067,rise,clk_v0_setuphold,0.549,-0.899,
output[52],set_output_delay,0.125,fall,clk_v0_setuphold,0.377,-0.930,
output[51],set_output_delay,0.068,rise,clk_v0_setuphold,0.617,-0.899,
output[51],set_output_delay,0.129,fall,clk_v0_setuphold,0.368,-0.929,
output[50],set_output_delay,0.067,rise,clk_v0_setuphold,0.626,-0.899,
output[50],set_output_delay,0.127,fall,clk_v0_setuphold,0.393,-0.930,
output[49],set_output_delay,0.067,rise,clk_v0_setuphold,0.302,-0.899,
output[49],set_output_delay,0.127,fall,clk_v0_setuphold,0.378,-0.929,
output[48],set_output_delay,0.064,rise,clk_v0_setuphold,0.306,-0.899,
output[48],set_output_delay,0.122,fall,clk_v0_setuphold,0.372,-0.929,
output[47],set_output_delay,0.066,rise,clk_v0_setuphold,0.302,-0.899,
output[47],set_output_delay,0.123,fall,clk_v0_setuphold,0.362,-0.930,
output[46],set_output_delay,0.070,rise,clk_v0_setuphold,0.300,-0.899,
output[46],set_output_delay,0.133,fall,clk_v0_setuphold,0.370,-0.930,
output[45],set_output_delay,0.072,rise,clk_v0_setuphold,0.306,-0.899,
output[45],set_output_delay,0.131,fall,clk_v0_setuphold,0.377,-0.932,
output[44],set_output_delay,0.069,rise,clk_v0_setuphold,0.323,-0.899,
output[44],set_output_delay,0.127,fall,clk_v0_setuphold,0.391,-0.932,
output[43],set_output_delay,0.069,rise,clk_v0_setuphold,0.296,-0.899,
output[43],set_output_delay,0.126,fall,clk_v0_setuphold,0.361,-0.932,
output[42],set_output_delay,0.076,rise,clk_v0_setuphold,0.311,-0.899,
output[42],set_output_delay,0.136,fall,clk_v0_setuphold,0.379,-0.935,
output[41],set_output_delay,0.069,rise,clk_v0_setuphold,0.307,-0.899,
output[41],set_output_delay,0.129,fall,clk_v0_setuphold,0.374,-0.930,
output[40],set_output_delay,0.062,rise,clk_v0_setuphold,0.279,-0.899,
output[40],set_output_delay,0.119,fall,clk_v0_setuphold,0.346,-0.929,
output[39],set_output_delay,0.070,rise,clk_v0_setuphold,0.304,-0.899,
output[39],set_output_delay,0.131,fall,clk_v0_setuphold,0.375,-0.930,
output[38],set_output_delay,0.065,rise,clk_v0_setuphold,0.299,-0.899,
output[38],set_output_delay,0.125,fall,clk_v0_setuphold,0.366,-0.928,
output[37],set_output_delay,0.064,rise,clk_v0_setuphold,0.323,-0.899,
output[37],set_output_delay,0.124,fall,clk_v0_setuphold,0.377,-0.929,
output[36],set_output_delay,0.072,rise,clk_v0_setuphold,0.310,-0.899,
output[36],set_output_delay,0.131,fall,clk_v0_setuphold,0.377,-0.932,
output[35],set_output_delay,0.070,rise,clk_v0_setuphold,0.333,-0.899,
output[35],set_output_delay,0.130,fall,clk_v0_setuphold,0.374,-0.931,
output[34],set_output_delay,0.075,rise,clk_v0_setuphold,0.297,-0.899,
output[34],set_output_delay,0.135,fall,clk_v0_setuphold,0.368,-0.934,
output[33],set_output_delay,0.076,rise,clk_v0_setuphold,0.300,-0.898,
output[33],set_output_delay,0.136,fall,clk_v0_setuphold,0.369,-0.935,
output[32],set_output_delay,0.063,rise,clk_v0_setuphold,0.303,-0.899,
output[32],set_output_delay,0.121,fall,clk_v0_setuphold,0.366,-0.929,
output[31],set_output_delay,0.061,rise,clk_v0_setuphold,0.294,-0.899,
output[31],set_output_delay,0.118,fall,clk_v0_setuphold,0.357,-0.928,
output[30],set_output_delay,0.065,rise,clk_v0_setuphold,0.367,-0.899,
output[30],set_output_delay,0.123,fall,clk_v0_setuphold,0.367,-0.929,
output[29],set_output_delay,0.070,rise,clk_v0_setuphold,0.317,-0.899,
output[29],set_output_delay,0.131,fall,clk_v0_setuphold,0.378,-0.930,
output[28],set_output_delay,0.065,rise,clk_v0_setuphold,0.295,-0.899,
output[28],set_output_delay,0.122,fall,clk_v0_setuphold,0.360,-0.930,
output[27],set_output_delay,0.060,rise,clk_v0_setuphold,0.288,-0.899,
output[27],set_output_delay,0.116,fall,clk_v0_setuphold,0.352,-0.928,
output[26],set_output_delay,0.079,rise,clk_v0_setuphold,0.305,-0.898,
output[26],set_output_delay,0.141,fall,clk_v0_setuphold,0.375,-0.936,
output[25],set_output_delay,0.064,rise,clk_v0_setuphold,0.345,-0.899,
output[25],set_output_delay,0.121,fall,clk_v0_setuphold,0.370,-0.930,
output[24],set_output_delay,0.065,rise,clk_v0_setuphold,0.333,-0.899,
output[24],set_output_delay,0.122,fall,clk_v0_setuphold,0.381,-0.930,
output[23],set_output_delay,0.063,rise,clk_v0_setuphold,0.305,-0.899,
output[23],set_output_delay,0.120,fall,clk_v0_setuphold,0.383,-0.929,
output[22],set_output_delay,0.075,rise,clk_v0_setuphold,0.320,-0.899,
output[22],set_output_delay,0.135,fall,clk_v0_setuphold,0.382,-0.933,
output[21],set_output_delay,0.074,rise,clk_v0_setuphold,0.306,-0.899,
output[21],set_output_delay,0.135,fall,clk_v0_setuphold,0.379,-0.933,
output[20],set_output_delay,0.080,rise,clk_v0_setuphold,0.318,-0.898,
output[20],set_output_delay,0.145,fall,clk_v0_setuphold,0.388,-0.935,
output[19],set_output_delay,0.075,rise,clk_v0_setuphold,0.335,-0.899,
output[19],set_output_delay,0.136,fall,clk_v0_setuphold,0.418,-0.933,
output[18],set_output_delay,0.081,rise,clk_v0_setuphold,0.350,-0.898,
output[18],set_output_delay,0.145,fall,clk_v0_setuphold,0.429,-0.935,
output[17],set_output_delay,0.073,rise,clk_v0_setuphold,0.330,-0.899,
output[17],set_output_delay,0.133,fall,clk_v0_setuphold,0.398,-0.933,
output[16],set_output_delay,0.070,rise,clk_v0_setuphold,0.344,-0.899,
output[16],set_output_delay,0.128,fall,clk_v0_setuphold,0.415,-0.932,
output[15],set_output_delay,0.062,rise,clk_v0_setuphold,0.327,-0.899,
output[15],set_output_delay,0.120,fall,clk_v0_setuphold,0.409,-0.928,
output[14],set_output_delay,0.066,rise,clk_v0_setuphold,0.297,-0.899,
output[14],set_output_delay,0.123,fall,clk_v0_setuphold,0.362,-0.931,
output[13],set_output_delay,0.065,rise,clk_v0_setuphold,0.303,-0.899,
output[13],set_output_delay,0.122,fall,clk_v0_setuphold,0.362,-0.930,
output[12],set_output_delay,0.063,rise,clk_v0_setuphold,0.294,-0.899,
output[12],set_output_delay,0.122,fall,clk_v0_setuphold,0.358,-0.928,
output[11],set_output_delay,0.063,rise,clk_v0_setuphold,0.298,-0.899,
output[11],set_output_delay,0.120,fall,clk_v0_setuphold,0.359,-0.929,
output[10],set_output_delay,0.064,rise,clk_v0_setuphold,0.305,-0.899,
output[10],set_output_delay,0.122,fall,clk_v0_setuphold,0.365,-0.929,
output[9],set_output_delay,0.073,rise,clk_v0_setuphold,0.335,-0.899,
output[9],set_output_delay,0.131,fall,clk_v0_setuphold,0.386,-0.933,
output[8],set_output_delay,0.078,rise,clk_v0_setuphold,0.302,-0.898,
output[8],set_output_delay,0.139,fall,clk_v0_setuphold,0.372,-0.936,
output[7],set_output_delay,0.063,rise,clk_v0_setuphold,0.289,-0.899,
output[7],set_output_delay,0.123,fall,clk_v0_setuphold,0.361,-0.928,
output[6],set_output_delay,0.066,rise,clk_v0_setuphold,0.298,-0.899,
output[6],set_output_delay,0.126,fall,clk_v0_setuphold,0.364,-0.929,
output[5],set_output_delay,0.062,rise,clk_v0_setuphold,0.283,-0.899,
output[5],set_output_delay,0.119,fall,clk_v0_setuphold,0.352,-0.929,
output[4],set_output_delay,0.065,rise,clk_v0_setuphold,0.285,-0.899,
output[4],set_output_delay,0.124,fall,clk_v0_setuphold,0.352,-0.929,
output[3],set_output_delay,0.070,rise,clk_v0_setuphold,0.326,-0.899,
output[3],set_output_delay,0.128,fall,clk_v0_setuphold,0.383,-0.932,
output[2],set_output_delay,0.064,rise,clk_v0_setuphold,0.305,-0.899,
output[2],set_output_delay,0.124,fall,clk_v0_setuphold,0.368,-0.929,
output[1],set_output_delay,0.077,rise,clk_v0_setuphold,0.321,-0.899,
output[1],set_output_delay,0.137,fall,clk_v0_setuphold,0.386,-0.934,
output[0],set_output_delay,0.081,rise,clk_v0_setuphold,0.304,-0.895,
output[0],set_output_delay,0.145,fall,clk_v0_setuphold,0.376,-0.938,
